#Organism/Name	Kingdom	Group	SubGroup	Plasmid Name	RefSeq	INSDC	Size (Kb)	GC%	Protein	rRNA	tRNA	Other RNA	Gene	Pseudogene
Candidatus Accumulibacter phosphatis clade IIA str. UW-1	Bacteria	Proteobacteria	Betaproteobacteria	pAph01	NC_013193.1	CP001716	167.595	61.5699	147	-	-	-	156	9
Candidatus Azobacteroides pseudotrichonymphae	Bacteria	FCB group	Bacteroidetes/Chlorobi group	pAPPJ1	-	AP017915.1	26.809	22.2201	-	-	-	-	-	-
Candidatus Azobacteroides pseudotrichonymphae	Bacteria	FCB group	Bacteroidetes/Chlorobi group	pAPPJ2	-	AP017916.1	21.972	26.9707	-	-	-	-	-	-
Candidatus Azobacteroides pseudotrichonymphae	Bacteria	FCB group	Bacteroidetes/Chlorobi group	pAPPJ3	-	AP017917.1	20.721	26.3839	-	-	-	-	-	-
Candidatus Azobacteroides pseudotrichonymphae	Bacteria	FCB group	Bacteroidetes/Chlorobi group	pAPPJ4	-	AP017918.1	18.962	24.3487	-	-	-	-	-	-
Candidatus Azobacteroides pseudotrichonymphae	Bacteria	FCB group	Bacteroidetes/Chlorobi group	pAPPJ5	-	AP017919.1	13.523	21.3044	-	-	-	-	-	-
Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2	Bacteria	FCB group	Bacteroidetes/Chlorobi group	pCFPG1	-	AP010657.1	37.56	35.9744	37	-	-	-	37	-
Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2	Bacteria	FCB group	Bacteroidetes/Chlorobi group	pCFPG2	-	AP010658.1	37.111	35.0166	28	-	-	-	28	-
Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2	Bacteria	FCB group	Bacteroidetes/Chlorobi group	pCFPG3	-	AP010659.1	31.893	35.6442	25	-	-	-	25	-
Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2	Bacteria	FCB group	Bacteroidetes/Chlorobi group	pCFPG4	-	AP010660.1	4.149	44.2757	4	-	-	-	4	-
Candidatus Baumannia cicadellinicola	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	-	CP011788.1	3.465	20.2597	5	-	-	-	5	-
Candidatus Borrelia tachyglossi	Bacteria	Spirochaetes	Spirochaetia	pl78	NZ_CP025786.1	CP025786	78.423	31.2969	80	-	-	-	81	1
Candidatus Borrelia tachyglossi	Bacteria	Spirochaetes	Spirochaetia	pl29	NZ_CP025787.1	CP025787	29.681	29.7631	38	-	-	-	40	2
Candidatus Borrelia tachyglossi	Bacteria	Spirochaetes	Spirochaetia	pl25	NZ_CP025788.1	CP025788	25.277	29.4655	23	-	-	-	24	1
Candidatus Borrelia tachyglossi	Bacteria	Spirochaetes	Spirochaetia	pl20	NZ_CP025789.1	CP025789	20.602	30.8659	30	-	-	-	31	1
Candidatus Borrelia tachyglossi	Bacteria	Spirochaetes	Spirochaetia	pc6	NZ_CP025790.1	CP025790	6.461	26.8844	7	-	-	-	7	-
Candidatus Campylobacter infans	Bacteria	Proteobacteria	delta/epsilon subdivisions	unnamed	NZ_CP049076.1	CP049076	5.856	32.8723	6	-	-	-	6	-
Candidatus Chlamydia corallus	Bacteria	PVC group	Chlamydiae	pG3-2742-324	NZ_CM008979.1	CM008979	7.522	31.9995	8	-	-	-	8	-
Candidatus Clavichlamydia salmonicola	Bacteria	PVC group	Chlamydiae	pCLAVI	NZ_WTCQ01000016.1	-	8.04	28.0348	9	-	-	-	9	-
Candidatus Doolittlea endobia	Bacteria	Proteobacteria	Gammaproteobacteria	II	NZ_LN999834.1	LN999834	11.828	41.0974	3	-	1	-	7	3
Candidatus Endomicrobium trichonymphae	Bacteria	Elusimicrobia	Endomicrobia	pRSTT1	NZ_AP017460.1	AP017460	5.518	33.3273	6	-	-	-	6	-
Candidatus Endomicrobium trichonymphae	Bacteria	Elusimicrobia	Endomicrobia	pRSTT2	NZ_AP017461.1	AP017461	5.752	33.2058	9	-	-	-	9	-
Candidatus Endomicrobium trichonymphae	Bacteria	Elusimicrobia	Endomicrobia	pRSTT3	NZ_AP017462.1	AP017462	5.038	32.1953	5	-	-	-	5	-
Candidatus Endomicrobium trichonymphae	Bacteria	Elusimicrobia	Endomicrobia	pTGRD1	NC_020420.1	AP009511	11.65	34.1803	15	-	-	-	15	-
Candidatus Endomicrobium trichonymphae	Bacteria	Elusimicrobia	Endomicrobia	pTGRD2	NC_020421.1	AP009512	5.701	35.257	4	-	-	-	4	-
Candidatus Endomicrobium trichonymphae	Bacteria	Elusimicrobia	Endomicrobia	pTGRD3	NC_020422.1	AP009513	5.362	32.4133	4	-	-	-	4	-
Candidatus Enterovibrio escacola	Bacteria	Proteobacteria	Gammaproteobacteria	pMJ1	NZ_CM008325.1	CM008325	42.861	37.4723	36	-	-	-	48	12
Candidatus Enterovibrio escacola	Bacteria	Proteobacteria	Gammaproteobacteria	pMJ2	NZ_CM008326.1	CM008326	26.173	39.9419	26	-	-	-	26	-
Candidatus Enterovibrio escacola	Bacteria	Proteobacteria	Gammaproteobacteria	pMJ3	NZ_CM008327.1	CM008327	24.978	38.1656	29	-	-	-	34	5
Candidatus Enterovibrio escacola	Bacteria	Proteobacteria	Gammaproteobacteria	pMJ4	NZ_CM008328.1	CM008328	7.624	41.5923	5	-	-	-	9	4
Candidatus Enterovibrio luxaltus	Bacteria	Proteobacteria	Gammaproteobacteria	pCC1	NZ_CP020661.1	CP020661	135.458	36.9967	94	-	1	-	125	30
Candidatus Enterovibrio luxaltus	Bacteria	Proteobacteria	Gammaproteobacteria	pCC2	NZ_CP020662.1	CP020662	59.689	38.2935	53	-	-	-	67	14
Candidatus Erwinia haradaeae	Bacteria	Proteobacteria	Gammaproteobacteria	pl1	NZ_LT670852.1	LT670852	29.779	32.4323	15	-	-	-	15	-
Candidatus Erwinia haradaeae	Bacteria	Proteobacteria	Gammaproteobacteria	pBioThi	NZ_LR217706.1	LR217706	26.285	29.728	15	-	-	-	15	-
Candidatus Erwinia haradaeae	Bacteria	Proteobacteria	Gammaproteobacteria	pBio	NZ_LR217714.1	LR217714	36.062	29.7682	18	-	-	-	18	-
Candidatus Erwinia haradaeae	Bacteria	Proteobacteria	Gammaproteobacteria	pBioThi	NZ_LR217716.1	LR217716	74.083	31.0058	26	-	-	-	27	1
Candidatus Erwinia haradaeae	Bacteria	Proteobacteria	Gammaproteobacteria	pBioThi	NZ_LR217721.1	LR217721	33.3	31.997	16	-	-	-	16	-
Candidatus Erwinia haradaeae	Bacteria	Proteobacteria	Gammaproteobacteria	pBioThi	NZ_LR217726.1	LR217726	29.779	32.4323	15	-	-	-	15	-
Candidatus Erwinia haradaeae	Bacteria	Proteobacteria	Gammaproteobacteria	pBioThi	NZ_LR217731.1	LR217731	26.513	28.2842	16	-	-	-	16	-
Candidatus Erwinia haradaeae	Bacteria	Proteobacteria	Gammaproteobacteria	pBioThi	NZ_LR217736.1	LR217736	27.02	28.6121	15	-	-	-	15	-
Candidatus Erwinia haradaeae	Bacteria	Proteobacteria	Gammaproteobacteria	pBio	NZ_LR217738.1	LR217738	49.732	27.0731	18	-	-	-	18	-
Candidatus Erwinia haradaeae	Bacteria	Proteobacteria	Gammaproteobacteria	pBio	NZ_LR217699.1	LR217699	37.254	28.7486	20	-	-	-	20	-
Candidatus Erwinia haradaeae	Bacteria	Proteobacteria	Gammaproteobacteria	pBioThi	NZ_LR217704.1	LR217704	24.975	26.5345	15	-	-	-	15	-
Candidatus Fermentimicrarchaeum limneticum	Archaea	DPANN group	Candidatus Micrarchaeota	pSv326-1	-	CP058999.1	25.511	47.6108	46	-	-	-	46	-
Candidatus Frankia datiscae	Bacteria	Terrabacteria group	Actinobacteria	pFSYMDG02	NC_015657.1	CP002803	5.448	43.08	2	-	-	-	2	-
Candidatus Frankia datiscae	Bacteria	Terrabacteria group	Actinobacteria	pFSYMDG01	NC_015664.1	CP002802	12.355	67.7944	10	-	-	-	10	-
Candidatus Fukatsuia symbiotica	Bacteria	Proteobacteria	Gammaproteobacteria	p5D_Fsymbiotica-1	NZ_CP021660.1	CP021660	148.316	48.2598	126	-	-	-	148	22
Candidatus Fukatsuia symbiotica	Bacteria	Proteobacteria	Gammaproteobacteria	p5D_Fsymbiotica-2	NZ_CP021661.1	CP021661	91.823	44.2721	102	-	-	-	117	15
Candidatus Fukatsuia symbiotica	Bacteria	Proteobacteria	Gammaproteobacteria	p5D_Fsymbiotica-3	NZ_CP021662.1	CP021662	67.447	45.148	61	-	-	-	72	13
Candidatus Hamiltonella defensa	Bacteria	Proteobacteria	Gammaproteobacteria	pHDA2C.1	NZ_CP017607.1	CP017607	84.195	46.1833	58	-	-	-	66	8
Candidatus Hamiltonella defensa	Bacteria	Proteobacteria	Gammaproteobacteria	pHDA2C.2	NZ_CP017608.1	CP017608	72.453	46.2976	65	-	-	-	76	11
Candidatus Hamiltonella defensa	Bacteria	Proteobacteria	Gammaproteobacteria	pHDA2C.3	NZ_CP017609.1	CP017609	50.279	46.049	51	-	-	-	60	9
Candidatus Hamiltonella defensa	Bacteria	Proteobacteria	Gammaproteobacteria	pHDAS3.1	NZ_CP017611.1	CP017611	140.172	45.9935	111	-	-	-	132	21
Candidatus Hamiltonella defensa	Bacteria	Proteobacteria	Gammaproteobacteria	pHDAS3.2	NZ_CP017612.1	CP017612	67.631	46.4757	53	-	-	-	67	14
Candidatus Hamiltonella defensa	Bacteria	Proteobacteria	Gammaproteobacteria	pHDZA17.1	NZ_CP017614.1	CP017614	98.627	43.7456	74	-	-	-	93	19
Candidatus Hamiltonella defensa	Bacteria	Proteobacteria	Gammaproteobacteria	pHDZA17.2	NZ_CP017615.1	CP017615	38.147	47.8989	38	-	-	-	49	11
Candidatus Hamiltonella defensa	Bacteria	Proteobacteria	Gammaproteobacteria	pHDZA17.3	NZ_CP017616.1	CP017616	31.227	44.5992	28	-	-	-	38	10
Candidatus Hamiltonella defensa	Bacteria	Proteobacteria	Gammaproteobacteria	p1_M47_H.defensa	NZ_CP022933.1	CP022933	91.108	42.0534	66	-	-	-	104	35
Candidatus Hamiltonella defensa	Bacteria	Proteobacteria	Gammaproteobacteria	p2_M47_H.defensa	NZ_CP022934.1	CP022934	57.469	46.0405	50	-	-	-	67	19
Candidatus Hamiltonella defensa	Bacteria	Proteobacteria	Gammaproteobacteria	p3_M47_H.defensa	NZ_CP022935.1	CP022935	47.917	43.0307	34	-	-	-	51	16
Candidatus Hamiltonella defensa	Bacteria	Proteobacteria	Gammaproteobacteria	p4_M47_H.defensa	NZ_CP022936.1	CP022936	27.761	45.4739	24	-	-	-	33	9
Candidatus Hamiltonella defensa	Bacteria	Proteobacteria	Gammaproteobacteria	p5_M47_H.defensa	NZ_CP022937.1	CP022937	12.912	43.2079	8	-	-	-	12	4
Candidatus Hamiltonella defensa	Bacteria	Proteobacteria	Gammaproteobacteria	p5D_Hdefensa-1	NZ_CP021664.1	CP021664	91.765	42.0934	69	-	-	-	103	34
Candidatus Hamiltonella defensa	Bacteria	Proteobacteria	Gammaproteobacteria	p5D_Hdefensa-2	NZ_CP021665.1	CP021665	57.467	46.0386	50	-	-	-	66	16
Candidatus Hamiltonella defensa	Bacteria	Proteobacteria	Gammaproteobacteria	p5D_Hdefensa-3	NZ_CP021666.1	CP021666	44.404	43.4893	37	-	-	-	50	13
Candidatus Hamiltonella defensa	Bacteria	Proteobacteria	Gammaproteobacteria	p5D_Hdefensa-4	NZ_CP021667.1	CP021667	27.768	45.4804	26	-	-	-	31	5
Candidatus Hamiltonella defensa	Bacteria	Proteobacteria	Gammaproteobacteria	p5D_Hdefensa-5	NZ_CP021668.1	CP021668	14.465	42.9658	12	-	-	-	18	6
Candidatus Hamiltonella defensa	Bacteria	Proteobacteria	Gammaproteobacteria	p1HDM12	NZ_CP023989.1	CP023989	84.572	42.6205	69	-	-	-	83	14
Candidatus Hamiltonella defensa	Bacteria	Proteobacteria	Gammaproteobacteria	p2HDMI12	NZ_CP023990.1	CP023990	42.977	46.5179	44	-	-	-	51	7
Candidatus Hamiltonella defensa 5AT (Acyrthosiphon pisum)	Bacteria	Proteobacteria	Gammaproteobacteria	pHD5AT	NC_012752.1	CP001278	59.032	45.2856	60	-	-	-	65	5
Candidatus Hoaglandella endobia	Bacteria	Proteobacteria	Gammaproteobacteria	II	NZ_LN999836.1	LN999836	3.244	33.1073	2	-	-	-	2	-
Candidatus Hoaglandella endobia	Bacteria	Proteobacteria	Gammaproteobacteria	III	NZ_LN999837.1	LN999837	5.248	41.7111	5	-	-	-	5	-
Candidatus Ishikawaella capsulata Mpkobe	Bacteria	Proteobacteria	Gammaproteobacteria	pAst	NZ_AP010873.1	AP010873	9.139	27.5741	8	-	-	-	8	-
Candidatus Nitrosoglobus terrae	Bacteria	Proteobacteria	Gammaproteobacteria	pTAO100	NZ_AP014837.1	AP014837	6.436	40.9105	5	-	-	-	5	-
Candidatus Pantoea carbekii	Bacteria	Proteobacteria	Gammaproteobacteria	pBMSBPS1	NZ_CP010908.1	CP010908	14.562	29.7899	9	-	-	-	9	-
Candidatus Pantoea carbekii	Bacteria	Proteobacteria	Gammaproteobacteria	pBMSBPS2	NZ_CP010909.1	CP010909	6.287	26.7377	6	-	-	-	6	-
Candidatus Pantoea carbekii	Bacteria	Proteobacteria	Gammaproteobacteria	pBMSBPS3	NZ_CP010910.1	CP010910	17.88	25.9396	11	-	-	-	11	-
Candidatus Pantoea carbekii	Bacteria	Proteobacteria	Gammaproteobacteria	pBMSBPS4	NZ_CP010911.1	CP010911	7.593	24.2065	6	-	-	-	6	-
Candidatus Pantoea edessiphila	Bacteria	Proteobacteria	Gammaproteobacteria	pSOE1	NZ_CM009565.1	CM009565	12.884	28.7256	11	-	-	-	11	-
Candidatus Pantoea edessiphila	Bacteria	Proteobacteria	Gammaproteobacteria	pSOE2	NZ_CM009566.1	CM009566	3.683	25.9571	4	-	-	-	4	-
Candidatus Pantoea edessiphila	Bacteria	Proteobacteria	Gammaproteobacteria	pSOE3	NZ_CM009567.1	CM009567	3.247	26.7324	3	-	-	-	4	1
Candidatus Pantoea edessiphila	Bacteria	Proteobacteria	Gammaproteobacteria	pSOE4	NZ_CM009568.1	CM009568	2.656	26.4307	3	-	-	-	3	-
Candidatus Pantoea edessiphila	Bacteria	Proteobacteria	Gammaproteobacteria	pSOE1	NZ_CM009569.1	CM009569	13.174	29.2166	11	-	-	-	11	-
Candidatus Pantoea edessiphila	Bacteria	Proteobacteria	Gammaproteobacteria	pSOE2	NZ_CM009570.1	CM009570	3.828	26.6719	3	-	-	-	3	-
Candidatus Pantoea edessiphila	Bacteria	Proteobacteria	Gammaproteobacteria	pSOE3	NZ_CM009571.1	CM009571	2.902	28.1875	3	-	-	-	3	-
Candidatus Pantoea edessiphila	Bacteria	Proteobacteria	Gammaproteobacteria	pSOE1	NZ_CM009561.1	CM009561	13.052	28.6853	13	-	-	-	13	-
Candidatus Pantoea edessiphila	Bacteria	Proteobacteria	Gammaproteobacteria	pSOE2	NZ_CM009562.1	CM009562	4.358	24.369	5	-	-	-	5	-
Candidatus Pantoea edessiphila	Bacteria	Proteobacteria	Gammaproteobacteria	pSOE3	NZ_CM009563.1	CM009563	3.423	25.2118	3	-	-	-	3	-
Candidatus Pantoea edessiphila	Bacteria	Proteobacteria	Gammaproteobacteria	pSOE4	NZ_CM009564.1	CM009564	3.013	25.6887	3	-	-	-	3	-
Candidatus Pantoea edessiphila	Bacteria	Proteobacteria	Gammaproteobacteria	pSOE1	NZ_CM009557.1	CM009557	13.715	27.9694	11	-	-	-	12	1
Candidatus Pantoea edessiphila	Bacteria	Proteobacteria	Gammaproteobacteria	pSOE2	NZ_CM009558.1	CM009558	3.482	26.7662	3	-	-	-	3	-
Candidatus Pantoea edessiphila	Bacteria	Proteobacteria	Gammaproteobacteria	pSOE3	NZ_CM009559.1	CM009559	3.166	25.7107	3	-	-	-	3	-
Candidatus Pantoea edessiphila	Bacteria	Proteobacteria	Gammaproteobacteria	pSOE4	NZ_CM009560.1	CM009560	2.732	23.06	3	-	-	-	3	-
Candidatus Paracaedibacter acanthamoebae	Bacteria	Proteobacteria	Alphaproteobacteria	unnamed	NZ_CP008942.1	CP008942	15.074	36.0157	19	-	-	-	19	-
Candidatus Paracaedibacter symbiosus	Bacteria	Proteobacteria	Alphaproteobacteria	pCPS01	NZ_JQAK01000007.1	JQAK01000007	40.599	31.8702	37	2	12	-	60	9
Candidatus Paracaedibacter symbiosus	Bacteria	Proteobacteria	Alphaproteobacteria	pCPS02	NZ_JQAK01000011.1	JQAK01000011	17.806	35.4937	19	-	-	-	20	1
Candidatus Paracaedimonas acanthamoebae	Bacteria	Proteobacteria	Alphaproteobacteria	Plasmid_00001	-	CP008937.1	148.131	36.675	100	-	-	-	104	4
Candidatus Paracaedimonas acanthamoebae	Bacteria	Proteobacteria	Alphaproteobacteria	Plasmid_00002	-	CP008938.1	71.042	36.6825	51	-	-	-	52	1
Candidatus Paracaedimonas acanthamoebae	Bacteria	Proteobacteria	Alphaproteobacteria	Plasmid_00003	-	CP008939.1	169.123	36.5905	123	-	-	-	130	7
Candidatus Paracaedimonas acanthamoebae	Bacteria	Proteobacteria	Alphaproteobacteria	Plasmid_00004	-	CP008940.1	65.13	38.004	50	-	-	-	50	-
Candidatus Photodesmus blepharus	Bacteria	Proteobacteria	Gammaproteobacteria	pPB001	NZ_JGVK01000007.1	JGVK01000007	18.529	29.0841	15	-	-	-	15	-
Candidatus Photodesmus blepharus	Bacteria	Proteobacteria	Gammaproteobacteria	pPB002	NZ_JGVK01000030.1	JGVK01000030	12.374	33.2067	8	-	-	-	8	-
Candidatus Photodesmus katoptron	Bacteria	Proteobacteria	Gammaproteobacteria	pPK001	NZ_JGVJ01000016.1	JGVJ01000016	14.472	28.2131	14	-	-	-	14	-
Candidatus Photodesmus katoptron Akat1	Bacteria	Proteobacteria	Gammaproteobacteria	pPK001	NZ_AMSD01000003.1	AMSD01000003	14.477	28.2172	14	-	-	-	14	-
Candidatus Phytoplasma sacchari	Bacteria	Terrabacteria group	Tenericutes	pSCGS	NZ_CM018785.1	CM018785	2.976	20.7661	2	-	-	-	2	-
Candidatus Phytoplasma sp.	Bacteria	Terrabacteria group	Tenericutes	phytoplasma specific extrachromosomal DNA	NC_002100.1	AB000510	2.645	22.1928	-	-	-	-	-	-
Candidatus Profftella armatura	Bacteria	Proteobacteria	Betaproteobacteria	unnamed	NZ_CP012592.1	CP012592	5.458	23.9099	5	-	-	-	5	-
Candidatus Profftella armatura	Bacteria	Proteobacteria	Betaproteobacteria	unnamed	NC_021886.1	CP003469	5.458	23.9282	5	-	-	-	5	-
Candidatus Profftella armatura	Bacteria	Proteobacteria	Betaproteobacteria	unnamed	NZ_CP041282.1	CP041282	5.459	23.9421	6	-	-	-	6	-
Candidatus Profftella armatura (Diaphorina cf. continua)	Bacteria	Proteobacteria	Betaproteobacteria	pPADco	NZ_AP023216.1	AP023216	6.002	23.3256	4	-	-	-	4	-
Candidatus Promineofilum breve	Bacteria	Terrabacteria group	Chloroflexi	III	NZ_LN890657.1	LN890657	40.759	62.0452	55	-	-	-	56	1
Candidatus Protochlamydia naegleriophila	Bacteria	PVC group	Chlamydiae	pPNK	NZ_LN879503.1	LN879503	145.285	37.211	144	-	1	-	151	6
Candidatus Regiella insecticola LSR1	Bacteria	Proteobacteria	Gammaproteobacteria	pRILSR1	NZ_CM000957.1	CM000957	32.491	44.6647	37	-	-	-	41	4
Candidatus Riesia pediculicola	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP012840.1	CP012840	7.737	35.3108	9	-	-	-	9	-
Candidatus Riesia pediculicola	Bacteria	Proteobacteria	Gammaproteobacteria	ppan	-	CP012844.1	7.735	36.3284	3	-	-	-	7	4
Candidatus Riesia pediculicola	Bacteria	Proteobacteria	Gammaproteobacteria	ppan	NZ_CP012842.1	CP012842	7.737	35.8666	11	-	-	-	11	-
Candidatus Riesia pediculicola USDA	Bacteria	Proteobacteria	Gammaproteobacteria	pPAN	NC_013962.1	CP001086	7.737	35.2462	9	-	-	-	9	-
Candidatus Riesia pediculischaeffi	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP012838.1	CP012838	5.197	36.9829	5	-	-	-	5	-
Candidatus Riesia pthiripubis	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	-	CP012847.1	5.651	40.3114	-	-	-	-	3	3
Candidatus Riesia sp. GBBU	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	-	CP012848.1	5.651	29.4284	5	-	-	-	5	-
Candidatus Sneabacter namystus	Bacteria	Proteobacteria	Alphaproteobacteria	unnamed	NZ_CP043313.1	CP043313	27.732	33.7877	26	-	-	-	26	-
Candidatus Stammera capleta	Bacteria	Proteobacteria	Gammaproteobacteria	p1	-	CP043992.1	5.911	19.8951	-	-	-	-	-	-
Candidatus Stammera capleta	Bacteria	Proteobacteria	Gammaproteobacteria	p1	-	CP043994.1	5.821	19.3094	-	-	-	-	-	-
Candidatus Stammera capleta	Bacteria	Proteobacteria	Gammaproteobacteria	p1	-	CP062309.1	8.048	15.1466	-	-	-	-	-	-
Candidatus Stammera capleta	Bacteria	Proteobacteria	Gammaproteobacteria	p1	-	CP043984.1	6.905	14.0333	-	-	-	-	-	-
Candidatus Stammera capleta	Bacteria	Proteobacteria	Gammaproteobacteria	p1	-	CP043988.1	6.834	15.9204	-	-	-	-	-	-
Candidatus Stammera capleta	Bacteria	Proteobacteria	Gammaproteobacteria	p1	-	CP043979.1	5.564	16.1574	-	-	-	-	-	-
Candidatus Stammera capleta	Bacteria	Proteobacteria	Gammaproteobacteria	p1	-	CP043976.1	4.595	17.5626	-	-	-	-	-	-
Candidatus Stammera capleta	Bacteria	Proteobacteria	Gammaproteobacteria	p2	-	CP043977.1	2.541	15.0335	-	-	-	-	-	-
Candidatus Stammera capleta	Bacteria	Proteobacteria	Gammaproteobacteria	p1	-	CP043974.1	5.612	17.0349	-	-	-	-	-	-
Candidatus Stammera capleta	Bacteria	Proteobacteria	Gammaproteobacteria	p1	-	CP043981.1	4.722	17.7467	-	-	-	-	-	-
Candidatus Stammera capleta	Bacteria	Proteobacteria	Gammaproteobacteria	p2	-	CP043982.1	2.75	13.5636	-	-	-	-	-	-
Candidatus Stammera capleta	Bacteria	Proteobacteria	Gammaproteobacteria	p1	-	CP043986.1	5.768	15.5513	-	-	-	-	-	-
Candidatus Stammera capleta	Bacteria	Proteobacteria	Gammaproteobacteria	p1	-	CP043990.1	3.078	11.7284	-	-	-	-	-	-
Candidatus Sulfuricurvum sp. RIFRC-1	Bacteria	Proteobacteria	delta/epsilon subdivisions	unnamed	-	CP003921.1	1.452	63.3609	1	-	-	-	1	-
Candidatus Symbiopectobacterium sp. 'North America'	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_PEHF01000101.1	-	48.851	46.0093	60	-	-	-	61	1
Candidatus Symbiopectobacterium sp. 'North America'	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_PEHF01000106.1	-	6.072	46.9532	7	-	-	-	7	-
Candidatus Tenderia electrophaga	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	-	CP013100.1	106.908	52.8903	89	-	-	-	89	-
Candidatus Thiodictyon syntrophicum	Bacteria	Proteobacteria	Gammaproteobacteria	pTs417	NZ_CP020371.1	CP020371	416.864	65.9652	356	-	1	-	387	30
Candidatus Thiodictyon syntrophicum	Bacteria	Proteobacteria	Gammaproteobacteria	pTs485	NZ_CP020372.1	CP020372	484.824	65.5863	396	-	-	-	419	23
Candidatus Tremblaya phenacola PAVE	Bacteria	Proteobacteria	Betaproteobacteria	unnamed	-	CP003983.1	0.744	42.2043	2	-	-	-	2	-
Capnocytophaga sp. oral taxon 864	Bacteria	FCB group	Bacteroidetes/Chlorobi group	unnamed1	NZ_CP027233.1	CP027233	28.295	33.6243	25	-	-	-	25	-
Capnocytophaga sp. oral taxon 878	Bacteria	FCB group	Bacteroidetes/Chlorobi group	unnamed1	NZ_CP027230.1	CP027230	28.678	33.5797	26	-	-	-	26	-
Caproiciproducens galactitolivorans	Bacteria	Terrabacteria group	Firmicutes	unnamed	-	CP041368.1	22.88	47.972	20	-	-	-	21	1
Cardinium endosymbiont cEper1 of Encarsia pergandiella	Bacteria	FCB group	Bacteroidetes/Chlorobi group	pCher	NC_018606.1	HE983996	57.8	31.4671	47	-	-	-	57	10
Carnobacterium divergens	Bacteria	Terrabacteria group	Firmicutes	pMFPA43A1405A	NZ_LT984411.1	LT984411	51.929	33.8481	61	-	-	-	66	5
Carnobacterium divergens	Bacteria	Terrabacteria group	Firmicutes	pMFPA43A1405B	NZ_LT984412.1	LT984412	35.724	35.6315	29	-	-	-	37	8
Carnobacterium divergens	Bacteria	Terrabacteria group	Firmicutes	pMFPA43A1405C	NZ_LT984413.1	LT984413	13.182	33.2499	11	-	-	-	11	-
Carnobacterium inhibens subsp. gilichinskyi	Bacteria	Terrabacteria group	Firmicutes	pWNCR12	NC_022601.1	CP006813	12.655	36.9893	17	-	-	-	18	1
Carnobacterium inhibens subsp. gilichinskyi	Bacteria	Terrabacteria group	Firmicutes	pWNCR47	NC_022602.1	CP006815	47.067	32.305	44	-	-	-	45	1
Carnobacterium inhibens subsp. gilichinskyi	Bacteria	Terrabacteria group	Firmicutes	pWNCR64	NC_022603.1	CP006816	64.491	34.6188	58	-	-	-	62	4
Carnobacterium inhibens subsp. gilichinskyi	Bacteria	Terrabacteria group	Firmicutes	pWNCR15	NC_022607.1	CP006814	15.475	34.6107	15	-	-	-	16	1
Carnobacterium inhibens subsp. gilichinskyi	Bacteria	Terrabacteria group	Firmicutes	pWNCR9	NC_022608.1	CP006817	9.614	29.6547	13	-	-	-	13	-
Carnobacterium maltaromaticum	Bacteria	Terrabacteria group	Firmicutes	pL21581-1	NZ_CP016845.1	CP016845	95.053	31.2215	85	-	-	-	88	2
Carnobacterium maltaromaticum	Bacteria	Terrabacteria group	Firmicutes	pL21581-2	NZ_CP016846.1	CP016846	81.683	33.843	82	-	-	-	84	1
Carnobacterium maltaromaticum	Bacteria	Terrabacteria group	Firmicutes	pL21581-3	NZ_CP016847.1	CP016847	69.778	33.4905	64	-	-	-	66	2
Carnobacterium maltaromaticum	Bacteria	Terrabacteria group	Firmicutes	pL21581-4	NZ_CP016848.1	CP016848	28.102	34.5563	23	-	-	-	25	-
Carnobacterium maltaromaticum	Bacteria	Terrabacteria group	Firmicutes	unnamed1	NZ_CP045041.1	CP045041	188.893	33.1378	150	-	1	-	171	20
Carnobacterium maltaromaticum	Bacteria	Terrabacteria group	Firmicutes	unnamed2	NZ_CP045042.1	CP045042	95.132	32.6157	99	-	-	-	101	2
Carnobacterium maltaromaticum	Bacteria	Terrabacteria group	Firmicutes	unnamed3	NZ_CP045043.1	CP045043	107.821	35.1444	126	-	1	-	127	-
Carnobacterium maltaromaticum	Bacteria	Terrabacteria group	Firmicutes	unnamed4	NZ_CP045044.1	CP045044	90.731	33.758	104	-	1	-	109	4
Carnobacterium sp. 17-4	Bacteria	Terrabacteria group	Firmicutes	pCAR50	NC_015390.1	CP002564	50.105	31.5318	52	-	-	-	52	-
Carnobacterium sp. CP1	Bacteria	Terrabacteria group	Firmicutes	pCP1	NZ_CP010819.1	CP010819	8.883	31.6335	11	-	-	-	11	-
Catenovulum sp. CCB-QB4	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP026605.1	CP026605	208.085	41.8752	138	-	-	-	140	2
'Catharanthus roseus' aster yellows phytoplasma	Bacteria	Terrabacteria group	Tenericutes	unnamed1	NZ_CP035950.1	CP035950	3.833	25.6979	5	-	-	-	5	-
